Data File,Sample Notes,RT (min),Peak Name,Result Type,Area,Amt,Calib Amt,Dev%-Amt,Sample Type,plate
201026_MIA_058.xms,ISY_CYC_P1_D4,2.837,Secologanin,Failed,180468,1335.601,---,---,Analysis,P1
201026_MIA_059.xms,ISY_CYC_P1_D5,2.83,Secologanin,Failed,190808,1627.688,---,---,Analysis,P1
201026_MIA_060.xms,ISY_CYC_P1_D6,2.832,Secologanin,Failed,303419,2114.351,---,---,Analysis,P1
201026_MIA_061.xms,ISY_CYC_P1_D7,2.826,Secologanin,Failed,311534,2284.843,---,---,Analysis,P1
201026_MIA_062.xms,ISY_CYC_P1_D8,2.842,Secologanin,Failed,686,346.473,---,---,Analysis,P1
201026_MIA_063.xms,ISY_CYC_P1_D9,2.84,Secologanin,Failed,47473,696.193,---,---,Analysis,P1
201026_MIA_064.xms,ISY_CYC_P1_D10,2.843,Secologanin,Failed,851,348,---,---,Analysis,P1
201026_MIA_065.xms,ISY_CYC_P1_D11,2.842,Secologanin,Failed,103332,1048.072,---,---,Analysis,P1
201026_MIA_066.xms,ISY_CYC_P1_D12,2.837,Secologanin,Failed,137200,1275.6,---,---,Analysis,P1
201026_MIA_067.xms,Solvent Blank,2.828,Secologanin,Missing,0,---,---,---,Blank,P1
201026_MIA_067001.xms,Solvent Blank,2.828,Secologanin,Missing,0,---,---,---,Blank,P1
201026_MIA_068.xms,Blank,2.828,Secologanin,Missing,0,---,---,---,Blank,P1
201026_MIA_069.xms,0.05 mg/L stric_v13#1,2.843,Secologanin,Failed,6850,49.726,50,-0.549,Calibration,P1
201026_MIA_070.xms,0.1 mg/L stric_v13#2,2.828,Secologanin,Failed,16842,89.004,100,-10.996,Calibration,P1
201026_MIA_071.xms,0.25 mg/L stric_v13#3,2.829,Secologanin,Failed,41465,219.375,250,-12.25,Calibration,P1
201026_MIA_072.xms,0.5 mg/L stric_v13#4,2.835,Secologanin,Failed,84107,439.712,500,-12.058,Calibration,P1
201026_MIA_073.xms,1 mg/L stric_v13#5,2.834,Secologanin,Failed,179263,986.806,1000,-1.319,Calibration,P1
201026_MIA_074.xms,2.5 mg/L stric_v13#6,2.835,Secologanin,Failed,534938,3013.697,2500,20.548,Calibration,P1
201026_MIA_075.xms,5 mg/L stric_v13#7,2.81,Secologanin,Failed,1.48E+06,8023.522,5000,60.47,Calibration,P1
201026_MIA_076.xms,10 mg/L stric_v13#8,2.833,Secologanin,Failed,3.87E+06,15641.283,10000,56.413,Calibration,P1
201026_MIA_077.xms,25 mg/L stric_v13#9,2.826,Secologanin,Failed,7.65E+06,41691,25000,66.764,Calibration,P1
201026_MIA_078.xms,50 mg/L stric_v13#10,2.826,Secologanin,Failed,2.20E+07,59930.574,50000,19.861,Calibration,P1
201026_MIA_079.xms,Solvent Blank,2.832,Secologanin,Failed,11901,7917.937,---,---,Blank,P1
201026_MIA_079001.xms,Solvent Blank,2.827,Secologanin,Failed,8010,5557.335,---,---,Blank,P1
201026_MIA_079002.xms,Solvent Blank,2.829,Secologanin,Failed,4905,6353.966,---,---,Blank,P1
201026_MIA_080.xms,ISY_CYC_P1_E1,2.828,Secologanin,Failed,258931,1956.745,---,---,Analysis,P1
201026_MIA_081.xms,ISY_CYC_P1_E2,2.819,Secologanin,Failed,17810,456.452,---,---,Analysis,P1
201026_MIA_082.xms,ISY_CYC_P1_E3,2.824,Secologanin,Failed,3571,366.923,---,---,Analysis,P1
201026_MIA_083.xms,ISY_CYC_P1_E4,2.84,Secologanin,Failed,179531,1672.688,---,---,Analysis,P1
201026_MIA_084.xms,ISY_CYC_P1_E5,2.818,Secologanin,Failed,129778,1270.864,---,---,Analysis,P1
201026_MIA_085.xms,ISY_CYC_P1_E6,2.84,Secologanin,Failed,205119,1951.259,---,---,Analysis,P1
201026_MIA_086.xms,ISY_CYC_P1_E7,2.838,Secologanin,Failed,118825,1304.732,---,---,Analysis,P1
201026_MIA_087.xms,ISY_CYC_P1_E8,2.837,Secologanin,Failed,208984,2113.448,---,---,Analysis,P1
201026_MIA_088.xms,ISY_CYC_P1_E9,2.837,Secologanin,Failed,207439,1907.94,---,---,Analysis,P1
201026_MIA_089.xms,ISY_CYC_P1_E10,2.832,Secologanin,Failed,1273,350.855,---,---,Analysis,P1
201026_MIA_090.xms,ISY_CYC_P1_E11,2.824,Secologanin,Failed,98279,1094.115,---,---,Analysis,P1
201026_MIA_091.xms,ISY_CYC_P1_E12,2.838,Secologanin,Failed,76808,852.868,---,---,Analysis,P1
201026_MIA_092.xms,QC_mix_04,2.833,Secologanin,Failed,18896,80.82,1000,-91.918,Verification,P1
201026_MIA_093.xms,ISY_CYC_P1_F1,2.843,Secologanin,Failed,218600,1704.351,---,---,Analysis,P1
201026_MIA_094.xms,ISY_CYC_P1_F2,2.842,Secologanin,Failed,104729,1045.506,---,---,Analysis,P1
201026_MIA_095.xms,ISY_CYC_P1_F3,2.853,Secologanin,Failed,240148,2010.954,---,---,Analysis,P1
201026_MIA_096.xms,ISY_CYC_P1_F4,2.84,Secologanin,Failed,190603,1593.541,---,---,Analysis,P1
201026_MIA_097.xms,ISY_CYC_P1_F5,2.858,Secologanin,Failed,332592,2382.154,---,---,Analysis,P1
201026_MIA_098.xms,ISY_CYC_P1_F6,2.847,Secologanin,Failed,181011,1475.523,---,---,Analysis,P1
201026_MIA_099.xms,ISY_CYC_P1_F7,2.841,Secologanin,Failed,449598,3135.043,---,---,Analysis,P1
201026_MIA_100.xms,ISY_CYC_P1_F8,2.846,Secologanin,Failed,297954,2290.644,---,---,Analysis,P1
201026_MIA_101.xms,ISY_CYC_P1_F9,2.848,Secologanin,Failed,342654,2565.57,---,---,Analysis,P1
201026_MIA_102.xms,ISY_CYC_P1_F10,2.839,Secologanin,Failed,925,348.393,---,---,Analysis,P1
201026_MIA_103.xms,ISY_CYC_P1_F11,2.854,Secologanin,Failed,1051,348.634,---,---,Analysis,P1
201026_MIA_104.xms,ISY_CYC_P1_F12,2.845,Secologanin,Failed,3076,361.505,---,---,Analysis,P1
201026_MIA_105.xms,QC_mix_05,2.855,Secologanin,Failed,21126,88.886,1000,-91.111,Verification,P1
201026_MIA_106.xms,ISY_CYC_P1_G1,2.845,Secologanin,Failed,347634,2257.396,---,---,Analysis,P1
201026_MIA_107.xms,ISY_CYC_P1_G2,2.84,Secologanin,Failed,313298,2235.301,---,---,Analysis,P1
201026_MIA_108.xms,ISY_CYC_P1_G3,2.855,Secologanin,Failed,206668,1708.595,---,---,Analysis,P1
201026_MIA_109.xms,ISY_CYC_P1_G4,2.851,Secologanin,Failed,156091,1182.821,---,---,Analysis,P1
201026_MIA_110.xms,ISY_CYC_P1_G5,2.835,Secologanin,Failed,383189,2547.216,---,---,Analysis,P1
201026_MIA_111.xms,ISY_CYC_P1_G6,2.826,Secologanin,Failed,463284,3061.494,---,---,Analysis,P1
201026_MIA_112.xms,ISY_CYC_P1_G7,2.846,Secologanin,Failed,257278,1791.713,---,---,Analysis,P1
201026_MIA_113.xms,ISY_CYC_P1_G8,2.832,Secologanin,Failed,346622,2724.254,---,---,Analysis,P1
201026_MIA_114.xms,ISY_CYC_P1_G9,2.842,Secologanin,Failed,255297,2057.27,---,---,Analysis,P1
201026_MIA_115.xms,ISY_CYC_P1_G10,2.837,Secologanin,Failed,81160,827.371,---,---,Analysis,P1
201026_MIA_116.xms,ISY_CYC_P1_G11,2.841,Secologanin,Failed,70478,744.694,---,---,Analysis,P1
201026_MIA_117.xms,ISY_CYC_P1_G12,2.831,Secologanin,Failed,61210,792.517,---,---,Analysis,P1
201026_MIA_118.xms,QC_mix_06,2.855,Secologanin,Failed,21028,85.498,1000,-91.45,Verification,P1
201026_MIA_119.xms,ISY_CYC_P1_H1,2.857,Secologanin,Failed,276229,1927.867,---,---,Analysis,P1
201026_MIA_120.xms,ISY_CYC_P1_H2,2.864,Secologanin,Failed,494411,3693.504,---,---,Analysis,P1
201026_MIA_121.xms,ISY_CYC_P1_H3,2.858,Secologanin,Failed,356948,2696.605,---,---,Analysis,P1
201026_MIA_122.xms,ISY_CYC_P1_H4,2.853,Secologanin,Failed,265109,2144.57,---,---,Analysis,P1
201026_MIA_123.xms,ISY_CYC_P1_H5,2.865,Secologanin,Failed,750893,5480.935,---,---,Analysis,P1
201026_MIA_124.xms,ISY_CYC_P1_H6,2.859,Secologanin,Failed,377263,2093.289,---,---,Analysis,P1
201026_MIA_125.xms,ISY_CYC_P1_H7,2.858,Secologanin,Failed,467742,2912.783,---,---,Analysis,P1
201026_MIA_126.xms,ISY_CYC_P1_H8,2.86,Secologanin,Failed,313185,1939.604,---,---,Analysis,P1
201026_MIA_127.xms,ISY_CYC_P1_H9,2.811,Secologanin,Failed,1004,346.858,---,---,Analysis,P1
201026_MIA_128.xms,ISY_CYC_P1_H10,2.836,Secologanin,Failed,27909,498.292,---,---,Analysis,P1
201026_MIA_129.xms,ISY_CYC_P1_H11,2.828,Secologanin,Missing,0,---,---,---,Analysis,P1
201026_MIA_130.xms,ISY_CYC_P1_H12,2.828,Secologanin,Missing,0,---,---,---,Analysis,P1
201026_MIA_131.xms,Solvent Blank,2.866,Secologanin,Failed,17248,31.802,---,---,Blank,P1
201026_MIA_131001.xms,Solvent Blank,2.84,Secologanin,Failed,881,34.878,---,---,Blank,P1
201026_MIA_132.xms,Blank,2.828,Secologanin,Missing,0,---,---,---,Blank,P1
201026_MIA_133.xms,0.05 mg/L stric_v13#1,2.841,Secologanin,Failed,10883,59.344,50,18.689,Calibration,P1
201026_MIA_134.xms,0.1 mg/L stric_v13#2,2.843,Secologanin,Failed,20384,101.334,100,1.334,Calibration,P1
201026_MIA_135.xms,0.25 mg/L stric_v13#3,2.843,Secologanin,Failed,50894,237.566,250,-4.974,Calibration,P1
201026_MIA_136.xms,0.5 mg/L stric_v13#4,2.837,Secologanin,Failed,91452,479.056,500,-4.189,Calibration,P1
201026_MIA_137.xms,1 mg/L stric_v13#5,2.841,Secologanin,Failed,236993,1055.777,1000,5.578,Calibration,P1
201026_MIA_138.xms,2.5 mg/L stric_v13#6,2.822,Secologanin,Failed,858689,3112.162,2500,24.486,Calibration,P1
201026_MIA_139.xms,5 mg/L stric_v13#7,2.867,Secologanin,Failed,2.36E+06,10981.98,5000,119.64,Calibration,P1
201026_MIA_140.xms,10 mg/L stric_v13#8,2.865,Secologanin,Failed,4.64E+06,16994.779,10000,69.948,Calibration,P1
201026_MIA_141.xms,25 mg/L stric_v13#9,2.863,Secologanin,Failed,1.15E+07,39704.746,25000,58.819,Calibration,P1
201026_MIA_142.xms,50 mg/L stric_v13#10,2.865,Secologanin,Failed,2.20E+07,56700.398,50000,13.401,Calibration,P1
201026_MIA_143.xms,Solvent Blank,2.845,Secologanin,Failed,58108,762.491,---,---,Blank,P1
201026_MIA_143001.xms,Solvent Blank,2.839,Secologanin,Failed,73250,483.412,---,---,Blank,P1
201026_MIA_143002.xms,Solvent Blank,2.851,Secologanin,Failed,31505,467.925,---,---,Blank,P1
201026_MIA_001.xms,Solvent Blank,3.072,Strictosidine,Missing,0,---,---,---,Blank,P1
201026_MIA_001001.xms,Solvent Blank,3.072,Strictosidine,Missing,0,---,---,---,Blank,P1
201026_MIA_002.xms,QC_mix_00,3.104,Strictosidine,Failed,4033,36.592,---,---,Analysis,P1
201026_MIA_003.xms,Solvent Blank,3.072,Strictosidine,Missing,0,---,---,---,Blank,P1
201026_MIA_003001.xms,Solvent Blank,3.072,Strictosidine,Missing,0,---,---,---,Blank,P1
201026_MIA_004.xms,Blank,3.072,Strictosidine,Missing,0,---,---,---,Blank,P1
201026_MIA_005.xms,0.05 mg/L stric_v13#1,3.077,Strictosidine,Failed,5165,53.279,50,6.557,Calibration,P1
201026_MIA_006.xms,0.1 mg/L stric_v13#2,3.088,Strictosidine,Failed,19887,111.26,100,11.26,Calibration,P1
201026_MIA_007.xms,0.25 mg/L stric_v13#3,3.085,Strictosidine,Failed,25576,265.461,250,6.184,Calibration,P1
201026_MIA_008.xms,0.5 mg/L stric_v13#4,3.072,Strictosidine,Failed,45852,474.917,500,-5.017,Calibration,P1
201026_MIA_009.xms,1 mg/L stric_v13#5,3.068,Strictosidine,Failed,106873,1171.108,1000,17.111,Calibration,P1
201026_MIA_010.xms,2.5 mg/L stric_v13#6,3.06,Strictosidine,Failed,233266,2691.409,2500,7.656,Calibration,P1
201026_MIA_011.xms,5 mg/L stric_v13#7,3.065,Strictosidine,Failed,377253,4139.188,5000,-17.216,Calibration,P1
201026_MIA_012.xms,10 mg/L stric_v13#8,3.064,Strictosidine,Failed,908814,9830.566,10000,-1.694,Calibration,P1
201026_MIA_013.xms,25 mg/L stric_v13#9,3.061,Strictosidine,Failed,2.08E+06,17757.234,25000,-28.971,Calibration,P1
201026_MIA_014.xms,50 mg/L stric_v13#10,3.065,Strictosidine,Failed,4.10E+06,32643.816,50000,-34.712,Calibration,P1
201026_MIA_015.xms,Solvent Blank,3.061,Strictosidine,Failed,1153,4709.078,---,---,Blank,P1
201026_MIA_015001.xms,Solvent Blank,3.072,Strictosidine,Missing,0,---,---,---,Blank,P1
201026_MIA_015002.xms,Solvent Blank,3.072,Strictosidine,Missing,0,---,---,---,Blank,P1
201026_MIA_016.xms,ISY_CYC_P1_A1,3.072,Strictosidine,Missing,0,---,---,---,Analysis,P1
201026_MIA_017.xms,ISY_CYC_P1_A2,3.072,Strictosidine,Missing,0,---,---,---,Analysis,P1
201026_MIA_018.xms,ISY_CYC_P1_A3,3.083,Strictosidine,Failed,22549,266.351,---,---,Analysis,P1
201026_MIA_019.xms,ISY_CYC_P1_A4,3.079,Strictosidine,Failed,45440,546.147,---,---,Analysis,P1
201026_MIA_020.xms,ISY_CYC_P1_A5,3.072,Strictosidine,Failed,53807,749.215,---,---,Analysis,P1
201026_MIA_021.xms,ISY_CYC_P1_A6,3.08,Strictosidine,Failed,11293,115.871,---,---,Analysis,P1
201026_MIA_022.xms,ISY_CYC_P1_A7,3.073,Strictosidine,Failed,14319,152.672,---,---,Analysis,P1
201026_MIA_023.xms,ISY_CYC_P1_A8,3.078,Strictosidine,Failed,24025,312.292,---,---,Analysis,P1
201026_MIA_024.xms,ISY_CYC_P1_A9,3.091,Strictosidine,Failed,7913,67.523,---,---,Analysis,P1
201026_MIA_025.xms,ISY_CYC_P1_A10,3.072,Strictosidine,Missing,0,---,---,---,Analysis,P1
201026_MIA_026.xms,ISY_CYC_P1_A11,3.081,Strictosidine,Failed,9358,87.722,---,---,Analysis,P1
201026_MIA_027.xms,ISY_CYC_P1_A12,3.082,Strictosidine,Failed,12564,112.01,---,---,Analysis,P1
201026_MIA_028.xms,QC_mix_01,3.07,Strictosidine,Failed,3194,20.499,1000,-97.95,Verification,P1
201026_MIA_029.xms,ISY_CYC_P1_B1,3.072,Strictosidine,Missing,0,---,---,---,Analysis,P1
201026_MIA_030.xms,ISY_CYC_P1_B2,3.09,Strictosidine,Failed,17306,182.797,---,---,Analysis,P1
201026_MIA_031.xms,ISY_CYC_P1_B3,3.08,Strictosidine,Failed,58844,661.256,---,---,Analysis,P1
201026_MIA_032.xms,ISY_CYC_P1_B4,3.072,Strictosidine,Failed,53363,622.691,---,---,Analysis,P1
201026_MIA_033.xms,ISY_CYC_P1_B5,3.078,Strictosidine,Failed,64152,673.486,---,---,Analysis,P1
201026_MIA_034.xms,ISY_CYC_P1_B6,3.071,Strictosidine,Failed,78648,845.647,---,---,Analysis,P1
201026_MIA_035.xms,ISY_CYC_P1_B7,3.07,Strictosidine,Failed,9960,79.595,---,---,Analysis,P1
201026_MIA_036.xms,ISY_CYC_P1_B8,3.076,Strictosidine,Failed,3503,11.74,---,---,Analysis,P1
201026_MIA_037.xms,ISY_CYC_P1_B9,3.077,Strictosidine,Failed,10686,82.531,---,---,Analysis,P1
201026_MIA_038.xms,ISY_CYC_P1_B10,3.072,Strictosidine,Missing,0,---,---,---,Analysis,P1
201026_MIA_039.xms,ISY_CYC_P1_B11,3.072,Strictosidine,Missing,0,---,---,---,Analysis,P1
201026_MIA_040.xms,ISY_CYC_P1_B12,3.066,Strictosidine,Failed,11602,99.066,---,---,Analysis,P1
201026_MIA_041.xms,QC_mix_02,3.069,Strictosidine,Failed,3211,20.878,1000,-97.912,Verification,P1
201026_MIA_042.xms,ISY_CYC_P1_C1,3.072,Strictosidine,Missing,0,---,---,---,Analysis,P1
201026_MIA_043.xms,ISY_CYC_P1_C2,3.072,Strictosidine,Missing,0,---,---,---,Analysis,P1
201026_MIA_044.xms,ISY_CYC_P1_C3,3.06,Strictosidine,Failed,47527,496.326,---,---,Analysis,P1
201026_MIA_045.xms,ISY_CYC_P1_C4,3.05,Strictosidine,Failed,56115,599.951,---,---,Analysis,P1
201026_MIA_046.xms,ISY_CYC_P1_C5,3.056,Strictosidine,Failed,59781,590.757,---,---,Analysis,P1
201026_MIA_047.xms,ISY_CYC_P1_C6,3.048,Strictosidine,Failed,131230,1530.089,---,---,Analysis,P1
201026_MIA_048.xms,ISY_CYC_P1_C7,3.06,Strictosidine,Failed,410788,4654.013,---,---,Analysis,P1
201026_MIA_049.xms,ISY_CYC_P1_C8,3.05,Strictosidine,Failed,117840,1259.227,---,---,Analysis,P1
201026_MIA_050.xms,ISY_CYC_P1_C9,3.061,Strictosidine,Failed,64557,969.382,---,---,Analysis,P1
201026_MIA_051.xms,ISY_CYC_P1_C10,3.055,Strictosidine,Failed,117608,1635.179,---,---,Analysis,P1
201026_MIA_052.xms,ISY_CYC_P1_C11,3.075,Strictosidine,Failed,192198,2863.592,---,---,Analysis,P1
201026_MIA_053.xms,ISY_CYC_P1_C12,3.075,Strictosidine,Failed,192952,2855.554,---,---,Analysis,P1
201026_MIA_054.xms,QC_mix_03,3.072,Strictosidine,Failed,4108,25.427,1000,-97.457,Verification,P1
201026_MIA_055.xms,ISY_CYC_P1_D1,3.089,Strictosidine,Failed,535,N/A,---,---,Analysis,P1
201026_MIA_056.xms,ISY_CYC_P1_D2,3.085,Strictosidine,Failed,82197,960.477,---,---,Analysis,P1
201026_MIA_057.xms,ISY_CYC_P1_D3,3.093,Strictosidine,Failed,57922,635.497,---,---,Analysis,P1
201026_MIA_058.xms,ISY_CYC_P1_D4,3.083,Strictosidine,Failed,72882,629.317,---,---,Analysis,P1
201026_MIA_059.xms,ISY_CYC_P1_D5,3.073,Strictosidine,Failed,60200,636.569,---,---,Analysis,P1
201026_MIA_060.xms,ISY_CYC_P1_D6,3.079,Strictosidine,Failed,130358,1225.381,---,---,Analysis,P1
201026_MIA_061.xms,ISY_CYC_P1_D7,3.064,Strictosidine,Failed,81371,805.083,---,---,Analysis,P1
201026_MIA_062.xms,ISY_CYC_P1_D8,3.072,Strictosidine,Missing,0,---,---,---,Analysis,P1
201026_MIA_063.xms,ISY_CYC_P1_D9,3.086,Strictosidine,Failed,24116,263.022,---,---,Analysis,P1
201026_MIA_064.xms,ISY_CYC_P1_D10,3.087,Strictosidine,Failed,1346,N/A,---,---,Analysis,P1
201026_MIA_065.xms,ISY_CYC_P1_D11,3.078,Strictosidine,Failed,296010,3312.135,---,---,Analysis,P1
201026_MIA_066.xms,ISY_CYC_P1_D12,3.082,Strictosidine,Failed,444584,4971.245,---,---,Analysis,P1
201026_MIA_067.xms,Solvent Blank,3.079,Strictosidine,Failed,757,70.123,---,---,Blank,P1
201026_MIA_067001.xms,Solvent Blank,3.072,Strictosidine,Missing,0,---,---,---,Blank,P1
201026_MIA_068.xms,Blank,3.072,Strictosidine,Missing,0,---,---,---,Blank,P1
201026_MIA_069.xms,0.05 mg/L stric_v13#1,3.072,Strictosidine,Failed,5100,43.019,50,-13.962,Calibration,P1
201026_MIA_070.xms,0.1 mg/L stric_v13#2,3.071,Strictosidine,Failed,14336,104.711,100,4.711,Calibration,P1
201026_MIA_071.xms,0.25 mg/L stric_v13#3,3.069,Strictosidine,Failed,33358,272.454,250,8.982,Calibration,P1
201026_MIA_072.xms,0.5 mg/L stric_v13#4,3.078,Strictosidine,Failed,54819,458.13,500,-8.374,Calibration,P1
201026_MIA_073.xms,1 mg/L stric_v13#5,3.071,Strictosidine,Failed,112426,1008.579,1000,0.858,Calibration,P1
201026_MIA_074.xms,2.5 mg/L stric_v13#6,3.079,Strictosidine,Failed,264615,2454.436,2500,-1.823,Calibration,P1
201026_MIA_075.xms,5 mg/L stric_v13#7,3.053,Strictosidine,Failed,515032,4603.139,5000,-7.937,Calibration,P1
201026_MIA_076.xms,10 mg/L stric_v13#8,3.073,Strictosidine,Failed,1.43E+06,9566.372,10000,-4.336,Calibration,P1
201026_MIA_077.xms,25 mg/L stric_v13#9,3.054,Strictosidine,Failed,2.34E+06,21096.918,25000,-15.612,Calibration,P1
201026_MIA_078.xms,50 mg/L stric_v13#10,3.07,Strictosidine,Failed,7.78E+06,35131.887,50000,-29.736,Calibration,P1
201026_MIA_079.xms,Solvent Blank,3.069,Strictosidine,Failed,4263,4684.23,---,---,Blank,P1
201026_MIA_079001.xms,Solvent Blank,3.06,Strictosidine,Failed,2278,2607.291,---,---,Blank,P1
201026_MIA_079002.xms,Solvent Blank,3.082,Strictosidine,Failed,1267,2708.775,---,---,Blank,P1
201026_MIA_080.xms,ISY_CYC_P1_E1,3.072,Strictosidine,Failed,67961,666.667,---,---,Analysis,P1
201026_MIA_081.xms,ISY_CYC_P1_E2,3.062,Strictosidine,Failed,7096,40.739,---,---,Analysis,P1
201026_MIA_082.xms,ISY_CYC_P1_E3,3.074,Strictosidine,Failed,1536,N/A,---,---,Analysis,P1
201026_MIA_083.xms,ISY_CYC_P1_E4,3.075,Strictosidine,Failed,45305,521.012,---,---,Analysis,P1
201026_MIA_084.xms,ISY_CYC_P1_E5,3.064,Strictosidine,Failed,39137,428.848,---,---,Analysis,P1
201026_MIA_085.xms,ISY_CYC_P1_E6,3.078,Strictosidine,Failed,87696,1103.845,---,---,Analysis,P1
201026_MIA_086.xms,ISY_CYC_P1_E7,3.075,Strictosidine,Failed,44636,563.76,---,---,Analysis,P1
201026_MIA_087.xms,ISY_CYC_P1_E8,3.082,Strictosidine,Failed,65699,886.882,---,---,Analysis,P1
201026_MIA_088.xms,ISY_CYC_P1_E9,3.072,Strictosidine,Failed,89888,1088.191,---,---,Analysis,P1
201026_MIA_089.xms,ISY_CYC_P1_E10,3.076,Strictosidine,Failed,173890,1948.077,---,---,Analysis,P1
201026_MIA_090.xms,ISY_CYC_P1_E11,3.067,Strictosidine,Failed,341524,4290.038,---,---,Analysis,P1
201026_MIA_091.xms,ISY_CYC_P1_E12,3.069,Strictosidine,Failed,433636,4737.489,---,---,Analysis,P1
201026_MIA_092.xms,QC_mix_04,3.067,Strictosidine,Failed,4019,22.243,1000,-97.776,Verification,P1
201026_MIA_093.xms,ISY_CYC_P1_F1,3.09,Strictosidine,Failed,48593,466.464,---,---,Analysis,P1
201026_MIA_094.xms,ISY_CYC_P1_F2,3.08,Strictosidine,Failed,34191,345.371,---,---,Analysis,P1
201026_MIA_095.xms,ISY_CYC_P1_F3,3.08,Strictosidine,Failed,86744,962.915,---,---,Analysis,P1
201026_MIA_096.xms,ISY_CYC_P1_F4,3.078,Strictosidine,Failed,66711,690.182,---,---,Analysis,P1
201026_MIA_097.xms,ISY_CYC_P1_F5,3.082,Strictosidine,Failed,90642,885.416,---,---,Analysis,P1
201026_MIA_098.xms,ISY_CYC_P1_F6,3.081,Strictosidine,Failed,66544,654.887,---,---,Analysis,P1
201026_MIA_099.xms,ISY_CYC_P1_F7,3.09,Strictosidine,Failed,120954,1208.771,---,---,Analysis,P1
201026_MIA_100.xms,ISY_CYC_P1_F8,3.086,Strictosidine,Failed,67476,695.599,---,---,Analysis,P1
201026_MIA_101.xms,ISY_CYC_P1_F9,3.084,Strictosidine,Failed,132509,1388.277,---,---,Analysis,P1
201026_MIA_102.xms,ISY_CYC_P1_F10,3.072,Strictosidine,Missing,0,---,---,---,Analysis,P1
201026_MIA_103.xms,ISY_CYC_P1_F11,3.091,Strictosidine,Failed,3287,N/A,---,---,Analysis,P1
201026_MIA_104.xms,ISY_CYC_P1_F12,3.086,Strictosidine,Failed,10091,70.77,---,---,Analysis,P1
201026_MIA_105.xms,QC_mix_05,3.1,Strictosidine,Failed,3921,21.712,1000,-97.829,Verification,P1
201026_MIA_106.xms,ISY_CYC_P1_G1,3.089,Strictosidine,Failed,60653,518.349,---,---,Analysis,P1
201026_MIA_107.xms,ISY_CYC_P1_G2,3.086,Strictosidine,Failed,75827,723.617,---,---,Analysis,P1
201026_MIA_108.xms,ISY_CYC_P1_G3,3.092,Strictosidine,Failed,68616,716.142,---,---,Analysis,P1
201026_MIA_109.xms,ISY_CYC_P1_G4,3.087,Strictosidine,Failed,55436,459.462,---,---,Analysis,P1
201026_MIA_110.xms,ISY_CYC_P1_G5,3.063,Strictosidine,Failed,112008,1032.014,---,---,Analysis,P1
201026_MIA_111.xms,ISY_CYC_P1_G6,3.068,Strictosidine,Failed,112024,1053.521,---,---,Analysis,P1
201026_MIA_112.xms,ISY_CYC_P1_G7,3.081,Strictosidine,Failed,86533,772.195,---,---,Analysis,P1
201026_MIA_113.xms,ISY_CYC_P1_G8,3.069,Strictosidine,Failed,112279,1242.296,---,---,Analysis,P1
201026_MIA_114.xms,ISY_CYC_P1_G9,3.076,Strictosidine,Failed,122458,1326.825,---,---,Analysis,P1
201026_MIA_115.xms,ISY_CYC_P1_G10,3.084,Strictosidine,Failed,469810,4614.125,---,---,Analysis,P1
201026_MIA_116.xms,ISY_CYC_P1_G11,3.066,Strictosidine,Failed,412194,3862,---,---,Analysis,P1
201026_MIA_117.xms,ISY_CYC_P1_G12,3.061,Strictosidine,Failed,351349,4243.964,---,---,Analysis,P1
201026_MIA_118.xms,QC_mix_06,3.088,Strictosidine,Failed,4557,24.369,1000,-97.563,Verification,P1
201026_MIA_119.xms,ISY_CYC_P1_H1,3.078,Strictosidine,Failed,50932,449.205,---,---,Analysis,P1
201026_MIA_120.xms,ISY_CYC_P1_H2,3.092,Strictosidine,Failed,79684,859.208,---,---,Analysis,P1
201026_MIA_121.xms,ISY_CYC_P1_H3,3.092,Strictosidine,Failed,60202,622.493,---,---,Analysis,P1
201026_MIA_122.xms,ISY_CYC_P1_H4,3.09,Strictosidine,Failed,21444,206.609,---,---,Analysis,P1
201026_MIA_123.xms,ISY_CYC_P1_H5,3.106,Strictosidine,Failed,211210,2357.355,---,---,Analysis,P1
201026_MIA_124.xms,ISY_CYC_P1_H6,3.084,Strictosidine,Failed,115384,851.677,---,---,Analysis,P1
201026_MIA_125.xms,ISY_CYC_P1_H7,3.093,Strictosidine,Failed,111041,975.261,---,---,Analysis,P1
201026_MIA_126.xms,ISY_CYC_P1_H8,3.1,Strictosidine,Failed,104913,850.933,---,---,Analysis,P1
201026_MIA_127.xms,ISY_CYC_P1_H9,3.057,Strictosidine,Failed,722,N/A,---,---,Analysis,P1
201026_MIA_128.xms,ISY_CYC_P1_H10,3.069,Strictosidine,Failed,155123,1402.136,---,---,Analysis,P1
201026_MIA_129.xms,ISY_CYC_P1_H11,3.084,Strictosidine,Failed,2825,N/A,---,---,Analysis,P1
201026_MIA_130.xms,ISY_CYC_P1_H12,3.072,Strictosidine,Missing,0,---,---,---,Analysis,P1
201026_MIA_131.xms,Solvent Blank,3.088,Strictosidine,Failed,15914,26.278,---,---,Blank,P1
201026_MIA_131001.xms,Solvent Blank,3.089,Strictosidine,Failed,563,21.007,---,---,Blank,P1
201026_MIA_132.xms,Blank,3.072,Strictosidine,Missing,0,---,---,---,Blank,P1
201026_MIA_133.xms,0.05 mg/L stric_v13#1,3.08,Strictosidine,Failed,6782,45.699,50,-8.601,Calibration,P1
201026_MIA_134.xms,0.1 mg/L stric_v13#2,3.077,Strictosidine,Failed,14658,102.92,100,2.92,Calibration,P1
